age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
20,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,50,United-States,0
59,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,United-States,1
54,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,,32,United-States,1
26,?,Bachelors,Married-civ-spouse,?,Husband,White,Male,0.0,2002.0,40,United-States,0
54,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,0.0,0.0,35,United-States,0
41,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,50,United-States,0
37,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,44,United-States,1
21,Private,Some-college,Never-married,Protective-serv,Not-in-family,Black,Female,99999.0,0.0,40,United-States,1
38,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,0
49,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45,United-States,0
54,Private,HS-grad,Widowed,Other-service,Unmarried,White,Female,0.0,0.0,40,United-States,0
21,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,55,United-States,0
26,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,1669.0,40,United-States,0
39,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,2829.0,0.0,90,United-States,0
60,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,?,0
36,,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40,United-States,0
45,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,Black,Female,0.0,0.0,40,United-States,0
31,Private,Bachelors,Never-married,Prof-specialty,Unmarried,White,Male,0.0,0.0,40,United-States,0
48,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,40,United-States,0
58,Private,HS-grad,Divorced,Tech-support,Not-in-family,White,Male,4787.0,0.0,39,United-States,1
46,Local-gov,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,36,United-States,0
48,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,1
25,Private,,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,40,United-States,0
47,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0.0,0.0,25,Philippines,0
41,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,35,United-States,0
45,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,1
23,Private,10th,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40,United-States,0
40,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,63,United-States,0
39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,7298.0,0.0,40,United-States,1
67,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55,United-States,0
30,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40,United-States,0
27,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Female,0.0,0.0,40,United-States,0
38,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.0,,40,United-States,1
26,Federal-gov,Assoc-voc,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,50,Japan,0
24,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,45,United-States,1
59,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,,40,United-States,0
33,Private,9th,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,35,United-States,0
49,State-gov,11th,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,0
48,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,5013.0,0.0,45,United-States,0
50,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,40,United-States,0
68,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,1
18,Private,,Never-married,Other-service,Other-relative,White,Male,0.0,0.0,25,United-States,0
55,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,56,United-States,0
39,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,0.0,,25,United-States,0
24,State-gov,,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,10,China,0
41,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,16,United-States,0
23,Private,Some-college,Never-married,Sales,Own-child,White,Female,0.0,0.0,15,United-States,0
51,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,45,United-States,0
20,Private,HS-grad,Never-married,Sales,Own-child,Black,Female,0.0,0.0,20,United-States,0
22,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,0.0,0.0,40,Mexico,0
38,Private,Some-college,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0.0,0.0,50,United-States,1
32,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40,United-States,0
19,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0.0,0.0,12,United-States,0
21,Private,Some-college,Never-married,Sales,Own-child,White,Male,0.0,0.0,10,United-States,0
61,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50,United-States,1
23,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,0
25,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Female,0.0,0.0,40,United-States,0
36,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,35,United-States,1
66,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50,United-States,0
30,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,0.0,0.0,37,United-States,0
46,Self-emp-inc,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45,?,0
20,Private,9th,Never-married,Priv-house-serv,Own-child,White,Male,0.0,0.0,40,Mexico,0
20,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,30,United-States,0
56,Private,Bachelors,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,32,United-States,0
37,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,United-States,0
56,Private,7th-8th,Divorced,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,20,Yugoslavia,0
45,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,5013.0,0.0,40,United-States,0
59,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50,United-States,0
22,State-gov,Some-college,Married-spouse-absent,Tech-support,Unmarried,White,Male,0.0,0.0,20,United-States,0
20,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,0
36,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,0
34,Private,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Female,0.0,0.0,64,United-States,0
23,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,2174.0,0.0,40,United-States,0
42,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40,United-States,0
46,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,44,United-States,0
27,Private,Some-college,Never-married,Other-service,Own-child,Black,Female,0.0,0.0,30,United-States,0
48,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60,United-States,1
20,Local-gov,Some-college,Never-married,Protective-serv,Own-child,White,Male,0.0,0.0,25,United-States,0
21,?,Some-college,Never-married,?,Own-child,White,Male,0.0,0.0,20,United-States,0
50,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,35,United-States,0
47,,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,1
41,Private,Bachelors,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,0.0,25,United-States,1
21,,HS-grad,Never-married,Prof-specialty,Unmarried,White,Female,0.0,0.0,55,United-States,0
35,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,0
57,,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,42,United-States,0
40,Private,Assoc-acdm,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,40,United-States,0
67,?,HS-grad,Widowed,?,Unmarried,White,Male,0.0,0.0,3,United-States,0
24,Private,HS-grad,Separated,Machine-op-inspct,Unmarried,Other,Female,0.0,0.0,40,United-States,0
38,Private,10th,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,United-States,0
44,,Some-college,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,0.0,0.0,40,Poland,0
55,Private,HS-grad,Widowed,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,44,United-States,0
42,State-gov,Masters,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40,United-States,1
49,Private,11th,Divorced,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,35,United-States,0
65,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,1
40,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0.0,0.0,40,United-States,0
49,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,Black,Female,,0.0,60,United-States,1
63,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,0
66,?,HS-grad,Widowed,?,Unmarried,White,Female,0.0,0.0,40,United-States,0
29,Private,Some-college,Never-married,Sales,Not-in-family,Black,Male,0.0,0.0,55,Outlying-US(Guam-USVI-etc),0
26,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40,United-States,0
20,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,45,United-States,0
50,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,1
31,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,45,United-States,0
27,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50,United-States,1
45,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,28,United-States,0
36,Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,Male,0.0,0.0,40,United-States,0
37,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1887.0,40,United-States,1
33,Private,Masters,Divorced,Exec-managerial,Own-child,White,Female,14084.0,0.0,50,United-States,1
31,Private,Some-college,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,48,United-States,0
37,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40,United-States,0
34,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40,United-States,0
19,?,,Never-married,?,Own-child,Black,Male,0.0,0.0,25,United-States,0
21,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40,United-States,0
47,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,1
22,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,20,United-States,0
19,Private,Some-college,Never-married,Sales,Own-child,White,Male,0.0,0.0,30,United-States,0
22,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,20,United-States,0
25,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,40,United-States,0
57,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,3137.0,0.0,40,United-States,0
32,,HS-grad,Never-married,Other-service,Own-child,Black,Female,0.0,0.0,40,United-States,0
44,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45,United-States,0
24,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,45,United-States,0
48,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,1
26,?,Bachelors,Married-civ-spouse,?,Wife,White,Female,0.0,0.0,40,United-States,0
20,,Some-college,Never-married,?,Own-child,White,Female,0.0,0.0,10,United-States,0
18,Local-gov,10th,Never-married,Protective-serv,Own-child,White,Female,0.0,0.0,6,United-States,0
59,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,50,Guatemala,0
77,?,5th-6th,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,20,United-States,0
55,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,5013.0,0.0,52,United-States,0
36,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40,United-States,1
32,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,0
26,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,,0.0,50,United-States,1
66,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,,0.0,24,United-States,0
38,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40,United-States,1
30,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Female,0.0,,40,United-States,0
25,Private,HS-grad,Never-married,Exec-managerial,Other-relative,White,Male,0.0,0.0,40,United-States,0
49,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,0
23,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40,United-States,0
30,Private,HS-grad,Never-married,Transport-moving,Unmarried,White,Female,,1669.0,70,United-States,0
22,?,Some-college,Never-married,?,Own-child,Asian-Pac-Islander,Female,0.0,0.0,4,South,0
22,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,20,United-States,0
40,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,0
38,Private,1st-4th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,,40,Mexico,0
62,Private,9th,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,0
31,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,38,United-States,0
40,Private,10th,Divorced,Machine-op-inspct,Not-in-family,Black,Female,,0.0,40,United-States,0
21,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,32,United-States,0
40,State-gov,Bachelors,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,United-States,0
17,Private,11th,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,20,United-States,0
43,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,55,United-States,0
60,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,0
40,Private,Masters,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40,United-States,0
28,Private,Some-college,Married-civ-spouse,Sales,Husband,Black,Male,0.0,0.0,40,?,0
19,Self-emp-not-inc,11th,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,0
30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50,United-States,0
42,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,0
60,?,Assoc-voc,Widowed,?,Not-in-family,White,Female,0.0,0.0,40,United-States,0
35,Local-gov,Bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,7298.0,0.0,40,Philippines,1
34,State-gov,Bachelors,Married-civ-spouse,Tech-support,Own-child,White,Female,5178.0,0.0,25,?,1
64,,1st-4th,Divorced,Priv-house-serv,Not-in-family,White,Female,0.0,0.0,12,United-States,0
27,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,70,United-States,0
63,?,10th,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,40,United-States,0
56,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,35,United-States,0
43,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40,United-States,0
30,Private,9th,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,45,United-States,0
38,State-gov,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,40,United-States,0
71,?,,Married-civ-spouse,?,Husband,White,Male,3432.0,0.0,20,United-States,0
29,Private,Some-college,Never-married,Prof-specialty,Other-relative,White,Female,0.0,0.0,40,United-States,0
43,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,1
23,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40,United-States,0
61,Private,HS-grad,Separated,Transport-moving,Unmarried,Asian-Pac-Islander,Male,0.0,0.0,45,United-States,1
42,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,0
29,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1848.0,60,Germany,1
43,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,0
20,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40,United-States,0
24,Self-emp-not-inc,Some-college,Never-married,Exec-managerial,Not-in-family,Black,Male,0.0,0.0,45,United-States,0
28,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,0.0,0.0,25,United-States,0
20,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Black,Male,0.0,0.0,40,Germany,0
41,,,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,0
65,Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,22,United-States,1
56,Local-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,35,United-States,0
47,?,HS-grad,Married-civ-spouse,?,Not-in-family,White,Female,0.0,0.0,35,United-States,0
48,,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40,United-States,1
30,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,44,United-States,0
45,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1902.0,42,United-States,1
33,State-gov,10th,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40,United-States,0
48,Federal-gov,Bachelors,Divorced,Exec-managerial,Unmarried,White,Male,0.0,0.0,58,United-States,1
52,Private,5th-6th,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,,40,?,0
25,Private,10th,Never-married,Priv-house-serv,Own-child,White,Female,0.0,0.0,24,United-States,0
27,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0.0,2377.0,20,United-States,0
25,,10th,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40,United-States,0
23,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,,0.0,20,United-States,0
50,Private,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,1485.0,40,United-States,0
19,Private,,Never-married,Other-service,Own-child,White,Female,0.0,0.0,20,United-States,0
26,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,0
26,,Bachelors,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,20,South,0
39,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,0
39,Local-gov,Assoc-acdm,Married-civ-spouse,Craft-repair,Wife,White,Female,0.0,0.0,50,United-States,1
28,Private,12th,Never-married,Sales,Unmarried,Black,Female,0.0,0.0,40,United-States,0
36,Private,Some-college,Married-civ-spouse,Sales,Husband,Black,Male,7688.0,0.0,50,United-States,1
29,Private,Bachelors,Never-married,Exec-managerial,Unmarried,Black,Female,0.0,0.0,40,United-States,0
21,?,Some-college,Never-married,?,Own-child,White,Male,0.0,0.0,30,United-States,0
44,Federal-gov,Prof-school,Divorced,Prof-specialty,Unmarried,White,Male,0.0,0.0,40,United-States,1
32,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50,United-States,0
43,,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,1
52,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40,United-States,1
20,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,20,United-States,0
48,Private,Masters,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,55,United-States,1
34,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,25,United-States,0
28,Private,10th,Never-married,Other-service,Other-relative,Amer-Indian-Eskimo,Male,0.0,0.0,40,Mexico,0
18,Private,Some-college,Never-married,Sales,Own-child,White,Female,0.0,0.0,15,United-States,0
49,Self-emp-inc,HS-grad,Separated,Other-service,Not-in-family,White,Male,0.0,0.0,45,United-States,0
42,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,2042.0,48,United-States,0
24,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,44,Mexico,0
51,Self-emp-not-inc,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,8,Puerto-Rico,1
20,Private,Some-college,Never-married,Other-service,Own-child,White,Male,0.0,0.0,40,United-States,0
31,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,0
62,Private,Assoc-voc,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,40,United-States,0
49,Local-gov,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,0.0,625.0,40,United-States,0
56,Private,Some-college,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,30,United-States,0
27,Self-emp-inc,HS-grad,Never-married,Sales,Own-child,White,Male,0.0,0.0,45,United-States,0
25,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,40,United-States,0
53,Federal-gov,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,1
30,Private,7th-8th,Separated,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40,United-States,0
24,Private,HS-grad,Separated,Sales,Unmarried,White,Female,0.0,0.0,48,United-States,0
44,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,38,United-States,0
59,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,0
44,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,,40,United-States,1
41,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,45,United-States,0
31,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Male,0.0,0.0,18,United-States,0
17,Private,HS-grad,Never-married,Other-service,Other-relative,White,Male,0.0,0.0,35,Mexico,0
46,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,45,United-States,1
17,?,11th,Never-married,?,Not-in-family,Other,Female,0.0,0.0,20,United-States,0
26,Self-emp-not-inc,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,4,Mexico,0
35,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,55,United-States,0
67,?,Some-college,Married-civ-spouse,?,Husband,White,Male,0.0,2457.0,40,United-States,0
72,?,Bachelors,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,3,United-States,0
41,,HS-grad,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,40,United-States,0
33,Private,Assoc-acdm,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,0.0,0.0,40,United-States,0
35,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,1
45,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50,United-States,0
24,Self-emp-not-inc,HS-grad,Separated,Other-service,Unmarried,White,Female,0.0,0.0,50,United-States,0
88,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,0
69,,11th,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,48,United-States,0
36,Private,HS-grad,Separated,Craft-repair,Own-child,White,Male,0.0,0.0,40,United-States,0
38,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40,United-States,0
55,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45,United-States,0
48,Local-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,0
38,Self-emp-not-inc,11th,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1887.0,45,United-States,1
37,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,20,Canada,1
42,Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,0
38,Local-gov,Some-college,Divorced,Protective-serv,Not-in-family,White,Male,0.0,0.0,75,United-States,0
49,Private,,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,75,United-States,0
35,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50,United-States,0
32,Private,11th,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,60,United-States,0
27,Private,Some-college,Divorced,Adm-clerical,Own-child,White,Female,0.0,0.0,20,United-States,0
19,Private,HS-grad,Never-married,Sales,Own-child,Black,Male,0.0,0.0,25,United-States,0
31,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,30,Mexico,0
44,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,,0.0,40,United-States,0
28,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,0.0,40,United-States,0
45,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1887.0,40,United-States,1
25,Private,Bachelors,Never-married,Other-service,Own-child,White,Male,0.0,0.0,40,United-States,0
46,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,1
33,State-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,,0.0,40,United-States,0
34,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,United-States,1
40,,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,United-States,1
51,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40,United-States,0
